ori_id,name,descriptions,aliases,name_zh,descriptions_zh,aliases_zh,:LABEL
Q244296,Knowing,2009 American British science fiction film directed by Alex Proyas,None,末日預言,亚历克斯·普罗亚斯执导的2009部美国科幻片,災難先知,entity
Q42857,prophet,person claiming to speak for divine beings,None,先知,None,申言者,entity
Q428,Quran,the central religious text of Islam,The Qur’an,古兰经,伊斯兰教经书,可蘭經,entity
Q105173,Tetragrammaton,Hebrew theonym,tetragrammaton,神名,None,None,entity
Q11368710,主,Wikimedia disambiguation page,None,主,維基媒體消歧義頁,None,entity
Q12174405,主,CJK (hanzi/kanji/hanja) character,None,主,None,None,entity
Q45577103,Shi Zhengxin,None,Zhengxin,None,None,None,entity
Q234915,Hajj,Islamic pilgrimage to Mecca,None,朝觐,穆斯林赴麦加朝拜,朝覲,entity
Q2632248,Akhoond,Persian name for an Islamic cleric,Akhwand,阿訇,None,None,entity
Q125482,imam,Islamic leadership position,None,伊玛目,None,依麻木,entity
Q178915,Fasting in Islam,fasting regulated by Islamic jurisprudence,sawm,齋戒,None,斋戒,entity
Q185802,Falun Gong,spiritual discipline originating from China,Falun Dafa,法轮功,誕生在中國的氣功團體,法轮佛法,entity
Q185802,Falun Gong,spiritual discipline originating from China,Falun Dafa,法轮功,誕生在中國的氣功團體,法轮佛法,entity
Q131572,Refugee,type of displaced person,None,难民,None,難民,entity
U694,新疆人,None,None,None,None,None,entity
Q56280303,真主,None,None,真主,None,None,entity
Q234801,Allah,Arabic word,None,安拉,伊斯蘭教的唯一真主,阿拉,entity
Q244296,Knowing,2009 American British science fiction film directed by Alex Proyas,None,末日預言,亚历克斯·普罗亚斯执导的2009部美国科幻片,災難先知,entity
Q42857,prophet,person claiming to speak for divine beings,None,先知,None,申言者,entity
Q428,Quran,the central religious text of Islam,The Qur’an,古兰经,伊斯兰教经书,可蘭經,entity
Q105173,Tetragrammaton,Hebrew theonym,tetragrammaton,神名,None,None,entity
Q11368710,主,Wikimedia disambiguation page,None,主,維基媒體消歧義頁,None,entity
Q12174405,主,CJK (hanzi/kanji/hanja) character,None,主,None,None,entity
Q45577103,Shi Zhengxin,None,Zhengxin,None,None,None,entity
Q234915,Hajj,Islamic pilgrimage to Mecca,None,朝觐,穆斯林赴麦加朝拜,朝覲,entity
Q2632248,Akhoond,Persian name for an Islamic cleric,Akhwand,阿訇,None,None,entity
Q125482,imam,Islamic leadership position,None,伊玛目,None,依麻木,entity
Q178915,Fasting in Islam,fasting regulated by Islamic jurisprudence,sawm,齋戒,None,斋戒,entity
Q185802,Falun Gong,spiritual discipline originating from China,Falun Dafa,法轮功,誕生在中國的氣功團體,法轮佛法,entity
Q185802,Falun Gong,spiritual discipline originating from China,Falun Dafa,法轮功,誕生在中國的氣功團體,法轮佛法,entity
Q131572,Refugee,type of displaced person,None,难民,None,難民,entity
U695,高名族,None,None,None,None,None,entity
Q56280303,真主,None,None,真主,None,None,entity
Q234801,Allah,Arabic word,None,安拉,伊斯蘭教的唯一真主,阿拉,entity
Q244296,Knowing,2009 American British science fiction film directed by Alex Proyas,None,末日預言,亚历克斯·普罗亚斯执导的2009部美国科幻片,災難先知,entity
Q42857,prophet,person claiming to speak for divine beings,None,先知,None,申言者,entity
Q428,Quran,the central religious text of Islam,The Qur’an,古兰经,伊斯兰教经书,可蘭經,entity
Q105173,Tetragrammaton,Hebrew theonym,tetragrammaton,神名,None,None,entity
Q11368710,主,Wikimedia disambiguation page,None,主,維基媒體消歧義頁,None,entity
Q12174405,主,CJK (hanzi/kanji/hanja) character,None,主,None,None,entity
Q45577103,Shi Zhengxin,None,Zhengxin,None,None,None,entity
Q234915,Hajj,Islamic pilgrimage to Mecca,None,朝觐,穆斯林赴麦加朝拜,朝覲,entity
Q2632248,Akhoond,Persian name for an Islamic cleric,Akhwand,阿訇,None,None,entity
Q125482,imam,Islamic leadership position,None,伊玛目,None,依麻木,entity
Q178915,Fasting in Islam,fasting regulated by Islamic jurisprudence,sawm,齋戒,None,斋戒,entity
Q185802,Falun Gong,spiritual discipline originating from China,Falun Dafa,法轮功,誕生在中國的氣功團體,法轮佛法,entity
Q185802,Falun Gong,spiritual discipline originating from China,Falun Dafa,法轮功,誕生在中國的氣功團體,法轮佛法,entity
Q131572,Refugee,type of displaced person,None,难民,None,難民,entity
Q42740,Han Chinese,ethnic group,Han,汉族,源於東亞的民族,汉民,entity
U696,汉族,None,"['汉族人', '汉人']",None,None,None,entity
Q56280303,真主,None,None,真主,None,None,entity
Q234801,Allah,Arabic word,None,安拉,伊斯蘭教的唯一真主,阿拉,entity
Q244296,Knowing,2009 American British science fiction film directed by Alex Proyas,None,末日預言,亚历克斯·普罗亚斯执导的2009部美国科幻片,災難先知,entity
Q42857,prophet,person claiming to speak for divine beings,None,先知,None,申言者,entity
Q428,Quran,the central religious text of Islam,The Qur’an,古兰经,伊斯兰教经书,可蘭經,entity
Q105173,Tetragrammaton,Hebrew theonym,tetragrammaton,神名,None,None,entity
Q11368710,主,Wikimedia disambiguation page,None,主,維基媒體消歧義頁,None,entity
Q12174405,主,CJK (hanzi/kanji/hanja) character,None,主,None,None,entity
Q45577103,Shi Zhengxin,None,Zhengxin,None,None,None,entity
Q234915,Hajj,Islamic pilgrimage to Mecca,None,朝觐,穆斯林赴麦加朝拜,朝覲,entity
Q2632248,Akhoond,Persian name for an Islamic cleric,Akhwand,阿訇,None,None,entity
Q125482,imam,Islamic leadership position,None,伊玛目,None,依麻木,entity
Q178915,Fasting in Islam,fasting regulated by Islamic jurisprudence,sawm,齋戒,None,斋戒,entity
Q185802,Falun Gong,spiritual discipline originating from China,Falun Dafa,法轮功,誕生在中國的氣功團體,法轮佛法,entity
Q185802,Falun Gong,spiritual discipline originating from China,Falun Dafa,法轮功,誕生在中國的氣功團體,法轮佛法,entity
Q131572,Refugee,type of displaced person,None,难民,None,難民,entity
Q42740,Han Chinese,ethnic group,Han,汉族,源於東亞的民族,汉民,entity
Q183573,Hui people,ethnic group in China,None,回族,中国少数民族,回民,entity
U697,回族,None,"['回回', '回族人']",None,None,None,entity
Q56280303,真主,None,None,真主,None,None,entity
Q234801,Allah,Arabic word,None,安拉,伊斯蘭教的唯一真主,阿拉,entity
Q244296,Knowing,2009 American British science fiction film directed by Alex Proyas,None,末日預言,亚历克斯·普罗亚斯执导的2009部美国科幻片,災難先知,entity
Q42857,prophet,person claiming to speak for divine beings,None,先知,None,申言者,entity
Q428,Quran,the central religious text of Islam,The Qur’an,古兰经,伊斯兰教经书,可蘭經,entity
Q105173,Tetragrammaton,Hebrew theonym,tetragrammaton,神名,None,None,entity
Q11368710,主,Wikimedia disambiguation page,None,主,維基媒體消歧義頁,None,entity
Q12174405,主,CJK (hanzi/kanji/hanja) character,None,主,None,None,entity
Q45577103,Shi Zhengxin,None,Zhengxin,None,None,None,entity
Q234915,Hajj,Islamic pilgrimage to Mecca,None,朝觐,穆斯林赴麦加朝拜,朝覲,entity
Q2632248,Akhoond,Persian name for an Islamic cleric,Akhwand,阿訇,None,None,entity
Q125482,imam,Islamic leadership position,None,伊玛目,None,依麻木,entity
Q178915,Fasting in Islam,fasting regulated by Islamic jurisprudence,sawm,齋戒,None,斋戒,entity
Q185802,Falun Gong,spiritual discipline originating from China,Falun Dafa,法轮功,誕生在中國的氣功團體,法轮佛法,entity
Q185802,Falun Gong,spiritual discipline originating from China,Falun Dafa,法轮功,誕生在中國的氣功團體,法轮佛法,entity
Q131572,Refugee,type of displaced person,None,难民,None,難民,entity
Q42740,Han Chinese,ethnic group,Han,汉族,源於東亞的民族,汉民,entity
Q183573,Hui people,ethnic group in China,None,回族,中国少数民族,回民,entity
Q514400,Eid al-Adha,Islamic holiday,Eid al Adha,古尔邦节,伊期兰教节日,宰牲节,entity
U699,古尔邦节,None,None,None,None,None,entity
Q56280303,真主,None,None,真主,None,None,entity
Q234801,Allah,Arabic word,None,安拉,伊斯蘭教的唯一真主,阿拉,entity
Q244296,Knowing,2009 American British science fiction film directed by Alex Proyas,None,末日預言,亚历克斯·普罗亚斯执导的2009部美国科幻片,災難先知,entity
Q42857,prophet,person claiming to speak for divine beings,None,先知,None,申言者,entity
Q428,Quran,the central religious text of Islam,The Qur’an,古兰经,伊斯兰教经书,可蘭經,entity
Q105173,Tetragrammaton,Hebrew theonym,tetragrammaton,神名,None,None,entity
Q11368710,主,Wikimedia disambiguation page,None,主,維基媒體消歧義頁,None,entity
Q12174405,主,CJK (hanzi/kanji/hanja) character,None,主,None,None,entity
Q45577103,Shi Zhengxin,None,Zhengxin,None,None,None,entity
Q234915,Hajj,Islamic pilgrimage to Mecca,None,朝觐,穆斯林赴麦加朝拜,朝覲,entity
Q2632248,Akhoond,Persian name for an Islamic cleric,Akhwand,阿訇,None,None,entity
Q125482,imam,Islamic leadership position,None,伊玛目,None,依麻木,entity
Q178915,Fasting in Islam,fasting regulated by Islamic jurisprudence,sawm,齋戒,None,斋戒,entity
Q185802,Falun Gong,spiritual discipline originating from China,Falun Dafa,法轮功,誕生在中國的氣功團體,法轮佛法,entity
Q185802,Falun Gong,spiritual discipline originating from China,Falun Dafa,法轮功,誕生在中國的氣功團體,法轮佛法,entity
Q131572,Refugee,type of displaced person,None,难民,None,難民,entity
Q42740,Han Chinese,ethnic group,Han,汉族,源於東亞的民族,汉民,entity
Q183573,Hui people,ethnic group in China,None,回族,中国少数民族,回民,entity
Q514400,Eid al-Adha,Islamic holiday,Eid al Adha,古尔邦节,伊期兰教节日,宰牲节,entity
U700,开斋节,None,None,None,None,None,entity
Q56280303,真主,None,None,真主,None,None,entity
Q234801,Allah,Arabic word,None,安拉,伊斯蘭教的唯一真主,阿拉,entity
Q244296,Knowing,2009 American British science fiction film directed by Alex Proyas,None,末日預言,亚历克斯·普罗亚斯执导的2009部美国科幻片,災難先知,entity
Q42857,prophet,person claiming to speak for divine beings,None,先知,None,申言者,entity
Q428,Quran,the central religious text of Islam,The Qur’an,古兰经,伊斯兰教经书,可蘭經,entity
Q105173,Tetragrammaton,Hebrew theonym,tetragrammaton,神名,None,None,entity
Q11368710,主,Wikimedia disambiguation page,None,主,維基媒體消歧義頁,None,entity
Q12174405,主,CJK (hanzi/kanji/hanja) character,None,主,None,None,entity
Q45577103,Shi Zhengxin,None,Zhengxin,None,None,None,entity
Q234915,Hajj,Islamic pilgrimage to Mecca,None,朝觐,穆斯林赴麦加朝拜,朝覲,entity
Q2632248,Akhoond,Persian name for an Islamic cleric,Akhwand,阿訇,None,None,entity
Q125482,imam,Islamic leadership position,None,伊玛目,None,依麻木,entity
Q178915,Fasting in Islam,fasting regulated by Islamic jurisprudence,sawm,齋戒,None,斋戒,entity
Q185802,Falun Gong,spiritual discipline originating from China,Falun Dafa,法轮功,誕生在中國的氣功團體,法轮佛法,entity
Q185802,Falun Gong,spiritual discipline originating from China,Falun Dafa,法轮功,誕生在中國的氣功團體,法轮佛法,entity
Q131572,Refugee,type of displaced person,None,难民,None,難民,entity
Q42740,Han Chinese,ethnic group,Han,汉族,源於東亞的民族,汉民,entity
Q183573,Hui people,ethnic group in China,None,回族,中国少数民族,回民,entity
Q514400,Eid al-Adha,Islamic holiday,Eid al Adha,古尔邦节,伊期兰教节日,宰牲节,entity
Q193027,Mawlid an-Nabi,birthday of prophet Muhammad,Prophet's Day,圣纪节,None,穆罕默德生日,entity
U701,圣纪节,None,None,None,None,None,entity
Q56280303,真主,None,None,真主,None,None,entity
Q234801,Allah,Arabic word,None,安拉,伊斯蘭教的唯一真主,阿拉,entity
Q244296,Knowing,2009 American British science fiction film directed by Alex Proyas,None,末日預言,亚历克斯·普罗亚斯执导的2009部美国科幻片,災難先知,entity
Q42857,prophet,person claiming to speak for divine beings,None,先知,None,申言者,entity
Q428,Quran,the central religious text of Islam,The Qur’an,古兰经,伊斯兰教经书,可蘭經,entity
Q105173,Tetragrammaton,Hebrew theonym,tetragrammaton,神名,None,None,entity
Q11368710,主,Wikimedia disambiguation page,None,主,維基媒體消歧義頁,None,entity
Q12174405,主,CJK (hanzi/kanji/hanja) character,None,主,None,None,entity
Q45577103,Shi Zhengxin,None,Zhengxin,None,None,None,entity
Q234915,Hajj,Islamic pilgrimage to Mecca,None,朝觐,穆斯林赴麦加朝拜,朝覲,entity
Q2632248,Akhoond,Persian name for an Islamic cleric,Akhwand,阿訇,None,None,entity
Q125482,imam,Islamic leadership position,None,伊玛目,None,依麻木,entity
Q178915,Fasting in Islam,fasting regulated by Islamic jurisprudence,sawm,齋戒,None,斋戒,entity
Q185802,Falun Gong,spiritual discipline originating from China,Falun Dafa,法轮功,誕生在中國的氣功團體,法轮佛法,entity
Q185802,Falun Gong,spiritual discipline originating from China,Falun Dafa,法轮功,誕生在中國的氣功團體,法轮佛法,entity
Q131572,Refugee,type of displaced person,None,难民,None,難民,entity
Q42740,Han Chinese,ethnic group,Han,汉族,源於東亞的民族,汉民,entity
Q183573,Hui people,ethnic group in China,None,回族,中国少数民族,回民,entity
Q514400,Eid al-Adha,Islamic holiday,Eid al Adha,古尔邦节,伊期兰教节日,宰牲节,entity
Q193027,Mawlid an-Nabi,birthday of prophet Muhammad,Prophet's Day,圣纪节,None,穆罕默德生日,entity
Q32815,mosque,place of worship for followers of Islam,pallivaasal,清真寺,None,礼拜寺,entity
U702,清真寺,None,None,None,None,None,entity
Q56280303,真主,None,None,真主,None,None,entity
Q234801,Allah,Arabic word,None,安拉,伊斯蘭教的唯一真主,阿拉,entity
Q244296,Knowing,2009 American British science fiction film directed by Alex Proyas,None,末日預言,亚历克斯·普罗亚斯执导的2009部美国科幻片,災難先知,entity
Q42857,prophet,person claiming to speak for divine beings,None,先知,None,申言者,entity
Q428,Quran,the central religious text of Islam,The Qur’an,古兰经,伊斯兰教经书,可蘭經,entity
Q105173,Tetragrammaton,Hebrew theonym,tetragrammaton,神名,None,None,entity
Q11368710,主,Wikimedia disambiguation page,None,主,維基媒體消歧義頁,None,entity
Q12174405,主,CJK (hanzi/kanji/hanja) character,None,主,None,None,entity
Q45577103,Shi Zhengxin,None,Zhengxin,None,None,None,entity
Q234915,Hajj,Islamic pilgrimage to Mecca,None,朝觐,穆斯林赴麦加朝拜,朝覲,entity
Q2632248,Akhoond,Persian name for an Islamic cleric,Akhwand,阿訇,None,None,entity
Q125482,imam,Islamic leadership position,None,伊玛目,None,依麻木,entity
Q178915,Fasting in Islam,fasting regulated by Islamic jurisprudence,sawm,齋戒,None,斋戒,entity
Q185802,Falun Gong,spiritual discipline originating from China,Falun Dafa,法轮功,誕生在中國的氣功團體,法轮佛法,entity
Q185802,Falun Gong,spiritual discipline originating from China,Falun Dafa,法轮功,誕生在中國的氣功團體,法轮佛法,entity
Q131572,Refugee,type of displaced person,None,难民,None,難民,entity
Q42740,Han Chinese,ethnic group,Han,汉族,源於東亞的民族,汉民,entity
Q183573,Hui people,ethnic group in China,None,回族,中国少数民族,回民,entity
Q514400,Eid al-Adha,Islamic holiday,Eid al Adha,古尔邦节,伊期兰教节日,宰牲节,entity
Q193027,Mawlid an-Nabi,birthday of prophet Muhammad,Prophet's Day,圣纪节,None,穆罕默德生日,entity
Q32815,mosque,place of worship for followers of Islam,pallivaasal,清真寺,None,礼拜寺,entity
U703,宗教活动,None,None,None,None,None,entity
Q56280303,真主,None,None,真主,None,None,entity
Q234801,Allah,Arabic word,None,安拉,伊斯蘭教的唯一真主,阿拉,entity
Q244296,Knowing,2009 American British science fiction film directed by Alex Proyas,None,末日預言,亚历克斯·普罗亚斯执导的2009部美国科幻片,災難先知,entity
Q42857,prophet,person claiming to speak for divine beings,None,先知,None,申言者,entity
Q428,Quran,the central religious text of Islam,The Qur’an,古兰经,伊斯兰教经书,可蘭經,entity
Q105173,Tetragrammaton,Hebrew theonym,tetragrammaton,神名,None,None,entity
Q11368710,主,Wikimedia disambiguation page,None,主,維基媒體消歧義頁,None,entity
Q12174405,主,CJK (hanzi/kanji/hanja) character,None,主,None,None,entity
Q45577103,Shi Zhengxin,None,Zhengxin,None,None,None,entity
Q234915,Hajj,Islamic pilgrimage to Mecca,None,朝觐,穆斯林赴麦加朝拜,朝覲,entity
Q2632248,Akhoond,Persian name for an Islamic cleric,Akhwand,阿訇,None,None,entity
Q125482,imam,Islamic leadership position,None,伊玛目,None,依麻木,entity
Q178915,Fasting in Islam,fasting regulated by Islamic jurisprudence,sawm,齋戒,None,斋戒,entity
Q185802,Falun Gong,spiritual discipline originating from China,Falun Dafa,法轮功,誕生在中國的氣功團體,法轮佛法,entity
Q185802,Falun Gong,spiritual discipline originating from China,Falun Dafa,法轮功,誕生在中國的氣功團體,法轮佛法,entity
Q131572,Refugee,type of displaced person,None,难民,None,難民,entity
Q42740,Han Chinese,ethnic group,Han,汉族,源於東亞的民族,汉民,entity
Q183573,Hui people,ethnic group in China,None,回族,中国少数民族,回民,entity
Q514400,Eid al-Adha,Islamic holiday,Eid al Adha,古尔邦节,伊期兰教节日,宰牲节,entity
Q193027,Mawlid an-Nabi,birthday of prophet Muhammad,Prophet's Day,圣纪节,None,穆罕默德生日,entity
Q32815,mosque,place of worship for followers of Islam,pallivaasal,清真寺,None,礼拜寺,entity
Q11451974,宗教警察,Wikimedia disambiguation page,None,宗教警察,維基媒體消歧義頁,None,entity
Q976863,Islamic religious police,None,Sharia police,伊斯蘭宗教警察,None,宗教警察,entity
U705,宗教警察,None,None,None,None,None,entity
Q56280303,真主,None,None,真主,None,None,entity
Q234801,Allah,Arabic word,None,安拉,伊斯蘭教的唯一真主,阿拉,entity
Q244296,Knowing,2009 American British science fiction film directed by Alex Proyas,None,末日預言,亚历克斯·普罗亚斯执导的2009部美国科幻片,災難先知,entity
Q42857,prophet,person claiming to speak for divine beings,None,先知,None,申言者,entity
Q428,Quran,the central religious text of Islam,The Qur’an,古兰经,伊斯兰教经书,可蘭經,entity
Q105173,Tetragrammaton,Hebrew theonym,tetragrammaton,神名,None,None,entity
Q11368710,主,Wikimedia disambiguation page,None,主,維基媒體消歧義頁,None,entity
Q12174405,主,CJK (hanzi/kanji/hanja) character,None,主,None,None,entity
Q45577103,Shi Zhengxin,None,Zhengxin,None,None,None,entity
Q234915,Hajj,Islamic pilgrimage to Mecca,None,朝觐,穆斯林赴麦加朝拜,朝覲,entity
Q2632248,Akhoond,Persian name for an Islamic cleric,Akhwand,阿訇,None,None,entity
Q125482,imam,Islamic leadership position,None,伊玛目,None,依麻木,entity
Q178915,Fasting in Islam,fasting regulated by Islamic jurisprudence,sawm,齋戒,None,斋戒,entity
Q185802,Falun Gong,spiritual discipline originating from China,Falun Dafa,法轮功,誕生在中國的氣功團體,法轮佛法,entity
Q185802,Falun Gong,spiritual discipline originating from China,Falun Dafa,法轮功,誕生在中國的氣功團體,法轮佛法,entity
Q131572,Refugee,type of displaced person,None,难民,None,難民,entity
Q42740,Han Chinese,ethnic group,Han,汉族,源於東亞的民族,汉民,entity
Q183573,Hui people,ethnic group in China,None,回族,中国少数民族,回民,entity
Q514400,Eid al-Adha,Islamic holiday,Eid al Adha,古尔邦节,伊期兰教节日,宰牲节,entity
Q193027,Mawlid an-Nabi,birthday of prophet Muhammad,Prophet's Day,圣纪节,None,穆罕默德生日,entity
Q32815,mosque,place of worship for followers of Islam,pallivaasal,清真寺,None,礼拜寺,entity
Q11451974,宗教警察,Wikimedia disambiguation page,None,宗教警察,維基媒體消歧義頁,None,entity
Q976863,Islamic religious police,None,Sharia police,伊斯蘭宗教警察,None,宗教警察,entity
U706,突厥穆斯林,None,None,None,None,None,entity
Q56280303,真主,None,None,真主,None,None,entity
Q234801,Allah,Arabic word,None,安拉,伊斯蘭教的唯一真主,阿拉,entity
Q244296,Knowing,2009 American British science fiction film directed by Alex Proyas,None,末日預言,亚历克斯·普罗亚斯执导的2009部美国科幻片,災難先知,entity
Q42857,prophet,person claiming to speak for divine beings,None,先知,None,申言者,entity
Q428,Quran,the central religious text of Islam,The Qur’an,古兰经,伊斯兰教经书,可蘭經,entity
Q105173,Tetragrammaton,Hebrew theonym,tetragrammaton,神名,None,None,entity
Q11368710,主,Wikimedia disambiguation page,None,主,維基媒體消歧義頁,None,entity
Q12174405,主,CJK (hanzi/kanji/hanja) character,None,主,None,None,entity
Q45577103,Shi Zhengxin,None,Zhengxin,None,None,None,entity
Q234915,Hajj,Islamic pilgrimage to Mecca,None,朝觐,穆斯林赴麦加朝拜,朝覲,entity
Q2632248,Akhoond,Persian name for an Islamic cleric,Akhwand,阿訇,None,None,entity
Q125482,imam,Islamic leadership position,None,伊玛目,None,依麻木,entity
Q178915,Fasting in Islam,fasting regulated by Islamic jurisprudence,sawm,齋戒,None,斋戒,entity
Q185802,Falun Gong,spiritual discipline originating from China,Falun Dafa,法轮功,誕生在中國的氣功團體,法轮佛法,entity
Q185802,Falun Gong,spiritual discipline originating from China,Falun Dafa,法轮功,誕生在中國的氣功團體,法轮佛法,entity
Q131572,Refugee,type of displaced person,None,难民,None,難民,entity
Q42740,Han Chinese,ethnic group,Han,汉族,源於東亞的民族,汉民,entity
Q183573,Hui people,ethnic group in China,None,回族,中国少数民族,回民,entity
Q514400,Eid al-Adha,Islamic holiday,Eid al Adha,古尔邦节,伊期兰教节日,宰牲节,entity
Q193027,Mawlid an-Nabi,birthday of prophet Muhammad,Prophet's Day,圣纪节,None,穆罕默德生日,entity
Q32815,mosque,place of worship for followers of Islam,pallivaasal,清真寺,None,礼拜寺,entity
Q11451974,宗教警察,Wikimedia disambiguation page,None,宗教警察,維基媒體消歧義頁,None,entity
Q976863,Islamic religious police,None,Sharia police,伊斯蘭宗教警察,None,宗教警察,entity
